Device,TSL_Lux,TSL_IR,TSL_Vis,TSL_Full,BME_Temp,BME_Hum,BME_Pres,BME_Alt,VEML_UV,SGP_CO2,SGP_VOCs,SOIL1_Temp,SOIL1_Cap,SOIL2_Temp,SOIL2_Cap,PIR 1,PIR 2,Decimal Hours,Year,Month,Day,Hour,Minute,Second,TimeZone
string,float,float,float,float,float,float,float,float,int,float,float,float,float,float,float,string,string,float,int,int,int,int,int,int,int
Quolls,649.234,124,241,365,26.95,35.597,998.976,119.522,39,400,0,25.621,1014,24.828,521,,,224.668,2020,1,10,8,40,6,10
Quolls,875.914,167,325,492,26.819,35.541,998.863,120.475,52,400,0,25.826,1014,24.322,526,,,224.751,2020,1,10,8,45,6,10
Quolls,1060.861,201,393,594,26.75,35.369,998.646,122.296,61,400,0,25.726,1014,24.422,659,,,224.834,2020,1,10,8,50,5,10
Quolls,1736.529,353,655,1008,26.979,33.559,998.781,121.163,91,400,0,26.03,1014,24.928,930,,,225.43,2020,1,10,9,25,50,10
Quolls,,,,,,,,,,,,,,,,224.9614_225.1081_225.1317_225.2322_225.2525_225.2747_225.2867_225.3011_225.3430_209.4347_,,,,,,,,,
Quolls,948.374,175,349,524,26.75,34.923,998.935,119.864,56,400,0,25.422,1014,22.898,485,,,225.001,2020,1,10,9,0,6,10
Quolls,1282.276,249,478,727,26.75,34.589,999.008,119.246,72,400,0,25.931,1014,24.422,488,,,225.084,2020,1,10,9,5,5,10
Quolls,1594.461,315,597,912,26.75,34.345,998.898,120.175,87,400,0,25.621,1014,24.422,540,,,225.168,2020,1,10,9,10,5,10
Quolls,1864.819,370,699,1069,26.809,34.104,998.828,120.769,100,400,0,25.521,1014,24.322,485,,,225.251,2020,1,10,9,15,5,10
Quolls,1828.953,370,689,1059,26.879,33.865,998.895,120.202,96,400,0,25.621,1014,23.916,845,,,225.335,2020,1,10,9,20,6,10
Quolls,1748.578,344,654,998,26.93,33.323,998.419,124.213,90,400,0,25.826,1014,21.786,534,,,225.847,2020,1,10,9,50,50,10
Quolls,,,,,,,,,,,,,,,,225.4639_225.6008_225.6108_225.7020_225.7067_225.7678_225.2867_,,,,,,,,,
Quolls,1529.812,313,578,891,26.95,33.435,998.877,120.355,80,400,0,25.826,1014,24.422,837,,,225.501,2020,1,10,9,30,5,10
Quolls,1585.767,320,597,917,26.899,33.532,998.584,122.823,83,400,0,25.726,1014,24.422,534,,,225.584,2020,1,10,9,35,5,10
Quolls,1574.772,316,592,908,26.86,33.551,998.506,123.477,82,400,0,25.726,1014,24.828,505,,,225.668,2020,1,10,9,40,5,10
Quolls,1638.065,325,614,939,26.87,33.306,998.472,123.765,65535,400,0,25.826,1014,24.422,518,,,225.707,2020,1,10,9,42,28,10
Quolls,1734.016,340,648,988,26.87,33.106,998.414,124.255,89,400,0,26.335,1014,24.422,771,,,225.751,2020,1,10,9,45,5,10
Quolls,1630.685,321,610,931,,,,,84,400,0,26.136,1014,24.928,743,,,226.269,2020,1,10,10,16,9,10
Quolls,,,,,,,,,,,,,,,,225.8742_225.8922_225.9000_226.0531_226.0550_226.1853_226.2053_226.2072_226.2450_226.2556_209.4506_,,,,,,,,,
Quolls,124.448,400,33.288,0,,,,,1688.666,26.92,998.391,631,331,962,87,,,225.918,2020,1,10,9,55,5,10
Quolls,126.467,400,33.454,0,,,,,1735.695,26.889,998.151,647,337,984,89,,,226.001,2020,1,10,10,0,5,10
Quolls,126.764,400,33.405,0,,,,,1539.897,26.84,998.116,575,301,876,79,,,226.084,2020,1,10,10,5,5,10
Quolls,126.071,400,34.369,0,,,,,1585.43,26.78,998.198,594,314,908,81,,,226.168,2020,1,10,10,10,5,10
Quolls,124.923,400,35.317,0,,,,,1637.877,26.79,998.335,612,321,933,84,,,226.251,2020,1,10,10,15,5,10
Quolls,2031.558,400,760,1160,27.079,34.392,997.92,128.42,104,400,0,26.235,1014,24.622,675,,,226.763,2020,1,10,10,45,50,10
Quolls,,,,,,,,,,,,,,,,226.3450_226.3547_226.3750_226.4517_226.4594_226.5372_226.5514_226.5533_226.5625_226.5817_226.5875_226.5997_0.0000_,,,,,,,,,
Quolls,1735.951,343,650,993,26.84,36.034,998.292,125.278,89,400,0,25.521,1014,24.522,701,,,226.334,2020,1,10,10,20,5,10
Quolls,1924.542,379,720,1099,26.829,36.334,998.29,125.299,99,400,0,25.621,1014,24.322,645,,,226.418,2020,1,10,10,25,5,10
Quolls,2006.415,400,753,1153,26.86,35.601,998.349,124.8,103,400,0,25.726,1014,24.522,504,,,226.501,2020,1,10,10,30,5,10
Quolls,2066.128,409,774,1183,26.94,34.849,998.047,127.347,107,400,0,24.813,1014,24.522,512,,,226.668,2020,1,10,10,40,6,10
Quolls,2143.924,420,801,1221,26.879,35.246,998.271,125.457,110,400,0,25.621,1014,24.622,527,,,226.585,2020,1,10,10,35,6,10
Quolls,2160.523,429,810,1239,27.209,33.276,997.594,131.166,112,400,0,26.136,1014,24.728,791,,,227.245,2020,1,10,11,14,43,10
Quolls,,,,,,,,,,,,,,,,226.7805_226.8100_226.8481_226.9206_226.9225_226.9828_226.9911_227.1483_227.2264_227.2314_226.5875_,,,,,,,,,
Quolls,1897.35,374,710,1084,27.11,34.182,997.867,128.865,98,400,0,25.826,1014,24.322,494,,,226.834,2020,1,10,10,50,5,10
Quolls,1860.946,364,695,1059,27.11,33.748,997.764,129.732,95,400,0,25.826,1014,24.622,511,,,227.001,2020,1,10,11,0,5,10
Quolls,2008.055,397,752,1149,27.11,33.502,997.764,129.732,103,400,0,25.826,1014,24.522,495,,,227.084,2020,1,10,11,5,5,10
Quolls,2080.597,411,779,1190,27.129,33.213,997.683,130.412,108,400,0,26.03,1014,24.522,810,,,227.168,2020,1,10,11,10,5,10
Quolls,1851.752,359,690,1049,27.11,33.915,997.927,128.359,95,400,0,26.136,1014,24.728,508,,,226.918,2020,1,10,10,55,5,10
Quolls,2410.503,471,900,1371,27.42,32.231,997.039,135.845,125,400,0,26.235,1014,24.622,512,,,227.597,2020,1,10,11,35,50,10
Quolls,,,,,,,,,,,,,,,,227.2667_227.4831_227.5056_227.5203_227.5381_226.9828_,,,,,,,,,
Quolls,2175.203,435,817,1252,27.2,33.252,997.663,130.581,113,400,0,25.931,1014,24.728,506,,,227.251,2020,1,10,11,15,5,10
Quolls,2387.081,470,893,1363,27.27,32.789,997.414,132.68,125,400,0,25.931,1014,24.522,619,,,227.334,2020,1,10,11,20,5,10
Quolls,2343.398,458,875,1333,27.29,32.556,997.346,133.261,122,400,0,25.726,1001,24.622,491,,,227.418,2020,1,10,11,25,5,10
Quolls,2651.903,522,992,1514,27.319,32.492,997.122,135.143,137,400,0,25.931,1014,24.928,549,,,227.501,2020,1,10,11,30,5,10
Quolls,2669.805,520,996,1516,27.329,32.482,997.22,134.32,137,400,0,26.03,1014,24.622,534,,,227.506,2020,1,10,11,30,24,10
Quolls,2020.681,398,756,1154,27.2,31.814,996.826,137.641,103,400,0,26.434,1014,24.828,808,,,228.096,2020,1,10,12,5,49,10
Quolls,,,,,,,,,,,,,,,,227.6325_227.6544_227.7058_227.7431_227.7992_227.8778_226.9911_,,,,,,,,,
Quolls,1993.801,399,749,1148,27.389,32.106,997.04,135.836,104,400,0,26.235,1014,24.522,506,,,227.668,2020,1,10,11,40,5,10
Quolls,2211.529,443,831,1274,27.399,31.972,996.976,136.375,115,400,0,25.826,1014,24.522,497,,,227.751,2020,1,10,11,45,5,10
Quolls,1781.626,358,670,1028,27.299,32.022,997.009,136.101,92,400,0,26.03,1014,24.422,834,,,227.834,2020,1,10,11,50,5,10
Quolls,1576.301,311,590,901,27.209,32.161,997.051,135.743,81,400,0,26.03,1014,25.234,506,,,227.918,2020,1,10,11,55,5,10
Quolls,1507.451,299,565,864,27.139,31.965,996.994,136.228,77,400,0,25.826,1014,25.034,498,,,228.001,2020,1,10,12,0,5,10
Quolls,1892.343,381,712,1093,27.17,31.99,996.755,138.24,96,400,0,26.335,1014,25.034,503,,,228.513,2020,1,10,12,30,50,10
Quolls,,,,,,,,,,,,,,,,228.1492_228.3672_228.3936_228.4878_228.4919_227.8778_,,,,,,,,,
Quolls,2289.191,452,857,1309,27.25,31.996,996.844,137.493,116,400,0,25.931,1014,24.728,521,,,228.251,2020,1,10,12,15,5,10
Quolls,1859.487,371,698,1069,27.239,32.04,996.851,137.432,94,400,0,26.235,1014,25.134,515,,,228.168,2020,1,10,12,10,6,10
Quolls,2040.89,407,766,1173,27.219,32.027,996.85,137.439,103,400,0,26.136,1014,24.828,632,,,228.334,2020,1,10,12,20,5,10
Quolls,1763.242,350,661,1011,27.149,32.089,996.756,138.234,91,400,0,25.726,1014,24.728,814,,,228.418,2020,1,10,12,25,5,10
Quolls,1944.984,392,732,1124,27.11,32.153,996.822,137.673,65535,400,0,26.03,1014,24.622,845,,,228.493,2020,1,10,12,29,35,10
Quolls,2145.466,413,798,1211,27.27,31.417,996.653,139.104,111,400,0,26.54,1014,25.434,804,,,228.847,2020,1,10,12,50,50,10
Quolls,,,,,,,,,,,,,,,,228.5750_228.5886_228.5933_228.6239_228.7303_227.8778_,,,,,,,,,
Quolls,1685.488,339,634,973,27.18,32.09,996.709,138.631,86,400,0,26.335,1014,25.134,511,,,228.584,2020,1,10,12,35,5,10
Quolls,1710.823,343,643,986,27.19,32.103,996.752,138.267,87,400,0,26.235,1014,24.728,527,,,228.589,2020,1,10,12,35,23,10
Quolls,1745.186,348,655,1003,27.19,32.07,996.725,138.496,87,400,0,25.931,1014,24.622,856,,,228.594,2020,1,10,12,35,40,10
Quolls,1828.601,364,686,1050,27.18,31.958,996.744,138.336,93,400,0,26.03,1014,24.728,833,,,228.668,2020,1,10,12,40,5,10
Quolls,1999.025,396,749,1145,27.159,32.011,996.741,138.361,100,400,0,26.03,1014,24.728,783,,,228.751,2020,1,10,12,45,5,10
Quolls,1514.223,287,561,848,27.01,31.701,997.411,132.707,77,400,0,21.665,1014,25.034,524,,,229.347,2020,1,10,13,20,50,10
Quolls,,,,,,,,,,,,,,,,228.9239_228.9392_228.9808_228.6239_,,,,,,,,,
Quolls,2486.431,479,925,1404,27.379,31.358,996.526,140.174,128,400,0,26.136,1014,24.728,701,,,228.918,2020,1,10,12,55,5,10
Quolls,2430.091,464,902,1366,27.469,31.163,996.549,139.982,124,400,0,25.931,1014,24.728,828,,,229.001,2020,1,10,13,0,6,10
Quolls,863.259,166,321,487,27.329,31.264,996.561,139.882,43,400,0,26.235,1014,24.622,443,,,229.084,2020,1,10,13,5,5,10
Quolls,665.524,119,243,362,27.149,31.576,996.548,139.984,31,400,0,26.235,1014,24.622,512,,,229.168,2020,1,10,13,10,5,10
Quolls,685.482,130,254,384,26.989,31.754,997.191,134.564,33,400,0,26.335,1014,24.522,522,,,229.251,2020,1,10,13,15,5,10
Quolls,680.283,115,245,360,26.78,33.254,998.51,123.444,34,400,0,25.012,1014,25.134,670,,,229.847,2020,1,10,13,50,50,10
Quolls,1423.503,267,526,793,27.069,32.227,997.51,131.873,72,400,0,26.03,1014,24.728,755,,,229.418,2020,1,10,13,25,5,10
Quolls,1363.641,254,503,757,27.069,32.383,997.646,130.729,69,400,0,26.03,1014,24.728,746,,,229.501,2020,1,10,13,30,5,10
Quolls,1363.628,252,502,754,27.059,32.584,997.603,131.092,70,400,0,26.235,1014,24.728,800,,,229.584,2020,1,10,13,35,5,10
Quolls,901.319,159,328,487,26.979,32.834,997.537,131.642,45,400,0,26.136,1014,23.61,472,,,229.668,2020,1,10,13,40,5,10
Quolls,772.637,134,280,414,26.86,33.171,997.96,128.08,39,400,0,25.931,1014,25.034,493,,,229.751,2020,1,10,13,45,5,10
Quolls,491.523,85,178,263,26.19,36.193,1000.082,110.209,24,400,0,26.335,1014,24.828,502,,,230.351,2020,1,10,14,21,5,10
Quolls,692.934,118,250,368,26.67,33.615,998.658,122.198,35,400,0,26.136,1014,24.422,834,,,229.918,2020,1,10,13,55,5,10
Quolls,779.864,136,283,419,26.549,34.452,998.962,119.638,40,400,0,25.826,1014,24.728,595,,,230.001,2020,1,10,14,0,5,10
Quolls,647.549,111,234,345,26.44,34.745,999.21,117.548,33,400,0,25.931,1014,20.262,814,,,230.084,2020,1,10,14,5,5,10
Quolls,789.042,135,285,420,26.309,35.279,999.291,116.871,40,400,0,26.136,1014,24.728,619,,,230.168,2020,1,10,14,10,5,10
Quolls,696.596,118,251,369,26.239,35.896,999.883,111.883,35,400,0,26.136,1009,24.422,649,,,230.251,2020,1,10,14,15,5,10
Quolls,419.352,67,149,216,25.729,40.752,1002.022,93.897,21,400,0,26.235,1014,25.134,538,,,230.847,2020,1,10,14,50,50,10
Quolls,477.213,79,171,250,26.1,36.752,1000.664,105.317,23,400,0,25.931,1014,24.828,495,,,230.418,2020,1,10,14,25,5,10
Quolls,884.921,160,324,484,26.02,37.502,1001.199,100.815,44,400,0,26.434,1013,24.828,520,,,230.501,2020,1,10,14,30,5,10
Quolls,868.633,155,317,472,25.959,38.429,1001.184,100.943,43,400,0,26.136,1014,24.322,744,,,230.584,2020,1,10,14,35,5,10
Quolls,816.083,144,297,441,25.889,39.179,1001.532,98.016,41,400,0,26.03,1013,24.622,535,,,230.668,2020,1,10,14,40,5,10
Quolls,553.329,93,199,292,25.799,39.781,1001.978,94.271,28,400,0,26.03,1014,22.498,523,,,230.751,2020,1,10,14,45,5,10
Quolls,316.826,44,109,153,24.61,41.933,1003.673,80.033,15,400,0,26.434,1013,15.197,733,,,231.347,2020,1,10,15,20,50,10
Quolls,349.004,52,122,174,25.559,40.936,1002.362,91.04,17,400,0,25.621,1014,24.322,565,,,230.918,2020,1,10,14,55,5,10
Quolls,362.215,51,125,176,25.299,40.735,1002.542,89.982,17,400,0,26.235,1014,25.034,492,,,231.001,2020,1,10,15,0,5,10
Quolls,323.92,46,112,158,25.03,41.043,1002.562,89.359,15,400,0,25.931,1014,24.728,793,,,231.084,2020,1,10,15,5,5,10
Quolls,320.571,44,110,154,24.819,41.477,1002.945,86.146,15,400,0,26.03,1014,24.622,667,,,231.168,2020,1,10,15,10,5,10
Quolls,280.606,38,96,134,24.67,41.364,1003.492,81.557,13,400,0,25.931,1014,24.622,831,,,231.251,2020,1,10,15,15,5,10
Quolls,139.246,16,46,62,23.87,40.672,1004.242,75.266,5,400,0,26.136,1014,23.71,531,,,231.847,2020,1,10,15,50,50,10
Quolls,,,,,,,,,,,,,,,,231.4906_231.5617_231.7678_228.6239_,,,,,,,,,
Quolls,251.948,32,85,117,24.53,41.727,1003.805,78.929,11,400,0,26.03,1014,24.222,670,,,231.418,2020,1,10,15,25,5,10
Quolls,229.839,30,78,108,24.379,41.802,1004.062,76.774,10,400,0,26.03,1014,23.71,456,,,231.501,2020,1,10,15,30,5,10
Quolls,369.318,53,128,181,24.229,41.709,1004.55,72.686,18,400,0,19.635,1014,23.31,634,,,231.584,2020,1,10,15,35,5,10
Quolls,358.48,51,124,175,24.079,41.397,1004.118,76.3,17,400,0,25.521,1014,23.41,494,,,231.668,2020,1,10,15,40,5,10
Quolls,286.482,37,97,134,23.92,41.129,1004.326,74.557,13,400,0,25.931,1014,23.41,776,,,231.751,2020,1,10,15,45,5,10
Quolls,192.779,21,63,84,23.61,40.229,1004.814,70.472,8,400,0,23.596,1015,21.686,824,,,232.347,2020,1,10,16,20,50,10
Quolls,,,,,,,,,,,,,,,,232.0369_232.1350_232.3108_228.6239_,,,,,,,,,
Quolls,244.409,32,83,115,23.78,40.653,1004.378,74.123,11,400,0,25.521,1014,23.104,607,,,231.918,2020,1,10,15,55,5,10
Quolls,251.948,32,85,117,23.719,40.525,1004.408,73.869,11,400,0,26.136,1014,23.204,767,,,232.001,2020,1,10,16,0,5,10
Quolls,185.142,21,61,82,23.659,40.299,1004.504,73.064,8,400,0,25.826,1014,23.204,785,,,232.084,2020,1,10,16,5,5,10
Quolls,234.176,28,78,106,23.61,39.974,1004.428,73.706,10,400,0,25.621,1014,23.104,560,,,232.168,2020,1,10,16,10,5,10
Quolls,207.317,23,68,91,23.559,39.816,1004.644,71.894,9,400,0,25.521,1014,23.61,534,,,232.251,2020,1,10,16,15,5,10
Quolls,226.596,28,76,104,23.469,41.805,1004.952,69.313,10,400,0,23.286,1015,23.51,933,,,232.764,2020,1,10,16,45,51,10
Quolls,,,,,,,,,,,,,,,,232.3633_232.3700_232.3719_232.3739_232.3758_232.3778_232.3808_232.3883_232.3939_232.4467_232.4492_232.4514_232.4533_232.4556_232.4578_232.4600_0.0000_,,,,,,,,,
Quolls,167.567,17,54,71,23.62,40.726,1005.007,68.853,7,400,0,22.684,1015,22.192,925,,,232.395,2020,1,10,16,23,43,10
Quolls,210.442,25,70,95,23.61,40.736,1004.856,70.12,9,400,0,22.684,1015,19.05,956,,,232.418,2020,1,10,16,25,5,10
Quolls,185.142,21,61,82,23.579,41.032,1004.798,70.606,8,400,0,22.783,1014,22.392,1015,,,232.501,2020,1,10,16,30,5,10
Quolls,197.472,24,66,90,23.53,41.281,1004.883,69.891,9,400,0,23.087,1014,22.598,490,,,232.584,2020,1,10,16,35,5,10
Quolls,156.059,17,51,68,23.479,42.269,1004.906,69.695,6,400,0,22.988,1015,22.698,895,,,232.668,2020,1,10,16,40,5,10
Quolls,,,,,,,,,,,,,,,,232.9808_232.3700_,,,,,,,,,
Quolls,278.954,37,95,132,23.399,40.43,1004.941,69.401,13,400,0,23.187,1014,23.104,958,,,233.263,2020,1,10,17,15,49,10
Quolls,231.988,29,78,107,23.43,41.438,1004.936,69.447,10,400,0,22.684,1015,22.698,975,,,232.834,2020,1,10,16,50,5,10
Quolls,197.472,24,66,90,23.379,41.19,1005.036,68.608,9,400,0,22.684,1015,22.698,1012,,,232.918,2020,1,10,16,55,5,10
Quolls,186.708,22,62,84,23.34,40.933,1005.195,67.275,8,400,0,22.479,1015,23.004,1015,,,233.001,2020,1,10,17,0,5,10
Quolls,172.154,20,57,77,23.319,40.687,1005.213,67.125,7,400,0,23.087,1014,22.598,949,,,233.084,2020,1,10,17,5,5,10
Quolls,201.265,24,67,91,23.319,40.821,1005.248,66.833,9,400,0,22.988,1015,22.798,962,,,233.168,2020,1,10,17,10,5,10
Quolls,177.531,21,59,80,23.489,42.182,1005.447,65.164,7,400,0,23.392,1005,23.004,864,,,233.763,2020,1,10,17,45,50,10
Quolls,,,,,,,,,,,,,,,,233.2797_233.5711_233.6300_233.6650_232.3758_,,,,,,,,,
Quolls,212.033,26,71,97,23.399,40.276,1005.265,66.688,9,400,0,23.087,1014,22.598,1009,,,233.334,2020,1,10,17,20,5,10
Quolls,222.815,28,75,103,23.389,40.816,1005.281,66.552,10,400,0,23.087,1014,22.798,917,,,233.418,2020,1,10,17,25,5,10
Quolls,219.04,28,74,102,23.389,41.311,1005.102,68.055,10,400,0,22.889,1014,22.498,1015,,,233.501,2020,1,10,17,30,5,10
Quolls,233.608,30,79,109,23.37,41.653,1005.244,66.869,10,400,0,22.783,1011,22.598,880,,,233.584,2020,1,10,17,35,5,10
Quolls,208.249,26,70,96,23.399,42.207,1005.513,64.608,9,400,0,23.087,1015,23.004,1015,,,233.668,2020,1,10,17,40,6,10
Quolls,184.017,25,63,88,23.44,42.464,1005.956,60.904,8,400,0,23.392,1015,22.898,1014,,,234.264,2020,1,10,18,15,51,10
Quolls,,,,,,,,,,,,,,,,234.0305_233.5711_,,,,,,,,,
Quolls,133.879,15,44,59,23.459,42.058,1005.547,64.327,5,400,0,22.988,915,22.798,1013,,,233.834,2020,1,10,17,50,5,10
Quolls,179.121,22,60,82,23.44,42.145,1005.632,63.616,8,400,0,22.988,1014,22.598,685,,,233.918,2020,1,10,17,55,5,10
Quolls,191.533,25,65,90,23.42,42.077,1005.689,63.14,8,400,0,23.087,1015,22.598,964,,,234.001,2020,1,10,18,0,5,10
Quolls,209.413,29,72,101,23.399,42.229,1005.739,62.721,9,400,0,23.491,1016,22.798,900,,,234.085,2020,1,10,18,5,6,10
Quolls,194.841,27,67,94,23.389,42.426,1005.861,61.693,9,400,0,23.187,1015,23.004,1015,,,234.168,2020,1,10,18,10,5,10
Quolls,111.066,10,35,45,23.43,43.257,1006.749,54.262,4,400,0,23.596,1015,22.598,1015,,,234.763,2020,1,10,18,45,50,10
Quolls,,,,,,,,,,,,,,,,234.4067_233.5711_,,,,,,,,,
Quolls,180.734,23,61,84,23.45,42.531,1006.215,58.735,8,400,0,23.286,1014,22.598,1014,,,234.334,2020,1,10,18,20,5,10
Quolls,142.429,18,48,66,23.43,42.772,1006.267,58.293,6,400,0,23.187,1016,22.898,990,,,234.418,2020,1,10,18,25,5,10
Quolls,187.369,27,65,92,23.42,42.982,1006.238,58.543,8,400,0,23.187,1014,22.698,1015,,,234.501,2020,1,10,18,30,5,10
Quolls,184.017,25,63,88,23.409,43.068,1006.437,56.869,8,400,0,23.087,1015,22.798,1015,,,234.584,2020,1,10,18,35,5,10
Quolls,132.349,14,43,57,23.399,43.188,1006.394,57.232,5,400,0,23.187,1014,22.898,1015,,,234.668,2020,1,10,18,40,5,10
Quolls,104.81,11,34,45,23.329,44.02,1007.171,50.73,3,400,0,24.099,903,23.71,220,,,235.263,2020,1,10,19,15,50,10
Quolls,,,,,,,,,,,,,,,,235.1003_235.1022_233.6300_,,,,,,,,,
Quolls,127.008,13,41,54,23.379,43.319,1006.875,53.211,5,400,0,23.286,1014,23.104,519,,,234.834,2020,1,10,18,50,5,10
Quolls,124.699,14,41,55,23.34,43.512,1006.648,55.109,5,400,0,22.889,1015,22.798,965,,,234.918,2020,1,10,18,55,5,10
Quolls,107.192,10,34,44,23.299,43.862,1006.772,54.068,4,400,0,23.491,1015,22.498,1015,,,235.001,2020,1,10,19,0,5,10
Quolls,105.788,9,33,42,23.28,44.047,1006.928,52.761,3,400,0,23.696,1014,22.798,1015,,,235.084,2020,1,10,19,5,5,10
Quolls,98.021,9,31,40,23.28,44.146,1007.212,50.391,3,400,0,23.801,758,22.798,152,,,235.168,2020,1,10,19,10,6,10
Quolls,130.235,35,53,88,23.489,43.915,1007.287,49.757,5,400,0,23.696,833,23.104,108,,,235.679,2020,1,10,19,40,47,10
Quolls,,,,,,,,,,,,,,,,235.4047_235.4075_235.4189_235.4283_235.4536_235.4644_235.4669_235.4756_235.4814_235.4992_235.5269_235.5317_235.6658_232.4556_,,,,,,,,,
Quolls,116.571,16,40,56,23.329,44.295,1007.256,50.017,4,400,0,23.491,927,22.898,117,,,235.334,2020,1,10,19,20,5,10
Quolls,153.35,38,61,99,23.36,44.209,1007.386,48.934,6,400,0,23.491,692,23.004,448,,,235.418,2020,1,10,19,25,5,10
Quolls,155.706,41,63,104,23.42,44.336,1007.407,48.755,6,400,0,23.491,938,22.798,130,,,235.5,2020,1,10,19,30,1,10
Quolls,165.75,39,65,104,23.44,44.329,1007.507,47.92,6,400,0,23.596,678,22.698,367,,,235.532,2020,1,10,19,31,58,10
Quolls,149.499,36,59,95,23.459,44.076,1007.14,50.989,5,400,0,23.187,670,22.698,367,,,235.585,2020,1,10,19,35,6,10
Quolls,92.947,5,27,32,23.239,44.55,1007.488,48.077,2,400,0,23.696,878,23.31,117,,,236.184,2020,1,10,20,11,5,10
Quolls,,,,,,,,,,,,,,,,235.6883_235.6972_235.6992_235.7014_235.4536_,,,,,,,,,
Quolls,109.706,28,44,72,23.43,44.139,1007.657,46.666,4,400,0,23.491,944,23.204,144,,,235.751,2020,1,10,19,45,5,10
Quolls,102,24,40,64,23.37,44.177,1007.295,49.69,4,400,0,23.491,764,22.798,152,,,235.834,2020,1,10,19,50,5,10
Quolls,92.479,17,34,51,23.309,44.37,1007.485,48.1,3,400,0,23.286,924,22.798,122,,,235.918,2020,1,10,19,55,5,10
Quolls,91.391,7,28,35,23.25,44.441,1007.482,48.133,2,400,0,23.596,660,22.798,356,,,236.001,2020,1,10,20,0,5,10
Quolls,90.13,6,27,33,23.2,44.59,1007.405,48.776,2,400,0,23.087,884,22.598,211,,,236.084,2020,1,10,20,5,5,10
Quolls,92.947,5,27,32,23.049,44.929,1007.506,47.925,2,400,0,23.801,661,22.698,350,,,236.681,2020,1,10,20,40,52,10
Quolls,92.947,5,27,32,23.2,44.58,1007.351,49.227,2,400,0,23.696,679,22.898,82,,,236.251,2020,1,10,20,15,5,10
Quolls,92.947,5,27,32,23.159,44.708,1007.69,46.387,2,400,0,23.491,915,22.898,124,,,236.334,2020,1,10,20,20,5,10
Quolls,92.947,5,27,32,23.1,44.834,1007.499,47.989,2,400,0,23.286,681,22.698,99,,,236.418,2020,1,10,20,25,5,10
Quolls,92.947,5,27,32,23.059,44.952,1007.6,47.145,2,400,0,23.187,869,22.798,258,,,236.501,2020,1,10,20,30,5,10
Quolls,92.947,5,27,32,23.03,45.014,1007.507,47.924,2,400,0,23.286,881,22.698,155,,,236.584,2020,1,10,20,35,5,10
Quolls,92.947,5,27,32,22.899,45.629,1007.695,46.351,2,400,0,23.596,829,22.798,189,,,237.18,2020,1,10,21,10,50,10
Quolls,0,0,0,0,23.02,45.058,1007.616,47.011,0,400,0,23.286,679,22.498,210,,,236.751,2020,1,10,20,45,5,10
Quolls,2147483.75,1,-1,0,22.969,45.164,1007.826,45.254,0,400,0,23.187,689,22.498,419,,,236.834,2020,1,10,20,50,5,10
Quolls,0,0,0,0,22.94,45.269,1007.94,44.296,0,400,0,22.783,902,22.598,165,,,236.918,2020,1,10,20,55,5,10
Quolls,0,0,0,0,22.899,45.354,1007.901,44.623,0,400,0,22.28,907,22.598,194,,,237.001,2020,1,10,21,0,5,10
Quolls,61.37,5,19,24,22.86,45.45,1007.675,46.519,1,400,0,23.187,675,22.498,149,,,237.084,2020,1,10,21,5,5,10
Quolls,0,0,0,0,22.79,45.894,1007.839,45.145,0,400,0,23.392,641,23.104,436,,,237.68,2020,1,10,21,40,50,10
Quolls,92.947,5,27,32,22.87,45.748,1007.56,47.476,2,400,0,22.988,937,22.698,197,,,237.251,2020,1,10,21,15,5,10
Quolls,2147483.75,1,-1,0,22.76,46.032,1007.89,44.72,0,400,0,23.187,684,22.598,452,,,237.584,2020,1,10,21,35,5,10
Quolls,0,0,0,0,22.85,45.711,1007.718,46.158,0,400,0,23.187,692,22.192,318,,,237.334,2020,1,10,21,20,5,10
Quolls,0,0,0,0,22.819,45.819,1007.879,44.808,0,400,0,23.087,757,22.698,173,,,237.418,2020,1,10,21,25,5,10
Quolls,0,0,0,0,22.79,45.948,1007.961,44.121,0,400,0,23.187,899,22.392,206,,,237.501,2020,1,10,21,30,5,10
Quolls,0,0,0,0,22.69,46.179,1008.009,43.718,0,400,0,23.491,855,22.598,230,,,238.18,2020,1,10,22,10,50,10
Quolls,0,0,0,0,22.76,46.011,1007.934,44.346,0,400,0,23.087,863,22.292,186,,,237.751,2020,1,10,21,45,5,10
Quolls,2147483.75,1,-1,0,22.719,46.127,1007.937,44.325,0,400,0,22.684,676,22.086,220,,,237.834,2020,1,10,21,50,5,10
Quolls,2147483.75,1,-1,0,22.69,46.167,1007.996,43.831,0,400,0,23.087,913,22.498,210,,,237.918,2020,1,10,21,55,5,10
Quolls,0,0,0,0,22.67,46.232,1008.067,43.234,0,400,0,22.988,665,22.598,182,,,238.001,2020,1,10,22,0,5,10
Quolls,2147483.75,1,-1,0,22.649,46.263,1007.958,44.146,0,400,0,22.988,846,22.192,223,,,238.084,2020,1,10,22,5,5,10
Quolls,0,0,0,0,22.62,46.359,1008.147,42.571,0,400,0,23.087,662,22.698,173,,,238.68,2020,1,10,22,40,50,10
Quolls,0,0,0,0,22.659,46.298,1008.019,43.64,0,400,0,22.889,928,22.292,210,,,238.251,2020,1,10,22,15,5,10
Quolls,0,0,0,0,22.649,46.34,1008.075,43.168,0,400,0,22.889,819,22.598,249,,,238.334,2020,1,10,22,20,5,10
