Device,TSL_Lux,TSL_IR,TSL_Vis,TSL_Full,Percentage_IR,BME_Temp,BME_Hum,BME_Pres,BME_Alt,VEML_UV,SGP_CO2,SGP_VOCs,SOIL1_Temp,SOIL1_Cap,SOIL2_Temp,SOIL2_Cap,PIR 1,Decimal Hours,Decimal Hours,Year,Month,Day,Hour,Minute,Second,TimeZone
Quolls,2241.992,342,788,1130,0.302654867,26.77,33.99,1005.652,63.443,119,400,0,26.744,980,24.222,626,,303.334,15.334,2020,1,13,15,20,5,10
Quolls,2231.941,368,799,1167,0.315338475,26.709,34.297,1005.29,66.481,115,400,0,27.049,936,24.928,541,,303.93,15.93,2020,1,13,15,55,50,10
Quolls,2125.24,328,749,1077,0.304549675,26.709,33.216,1005.443,65.197,112,400,0,26.639,1013,24.522,606,,303.584,15.584,2020,1,13,15,35,5,10
Quolls,2155.621,337,762,1099,0.306642402,26.639,33.166,1005.443,65.201,112,400,0,26.744,951,24.422,552,,303.668,15.668,2020,1,13,15,40,5,10
Quolls,2209.719,349,783,1132,0.308303887,26.639,33.724,1005.361,65.882,115,400,0,26.434,1003,24.222,752,,303.751,15.751,2020,1,13,15,45,5,10
Quolls,2183.891,349,776,1125,0.310222222,26.659,34.059,1005.322,66.212,113,400,0,26.434,1014,24.222,606,,303.834,15.834,2020,1,13,15,50,5,10
Quolls,2180.204,349,775,1124,0.310498221,26.649,34.115,1005.31,66.312,113,400,0,28.16,917,24.322,630,,303.841,15.841,2020,1,13,15,50,28,10
Quolls,2176.281,382,791,1173,0.325660699,,,,,110,400,0,26.844,968,24.728,843,,304.347,16.347,2020,1,13,16,20,50,10
Quolls,2116.246,399,783,1182,0.337563452,,,,,104,400,0,26.844,1014,24.828,753,,304.701,16.701,2020,1,13,16,42,4,10
Quolls,2043.704,385,756,1141,0.337423313,26.719,34.242,1004.686,71.54,100,400,0,26.949,980,24.828,636,,304.93,16.93,2020,1,13,16,55,49,10
Quolls,2067.326,392,766,1158,0.33851468,26.69,34.775,1004.75,71.002,102,400,0,26.54,978,24.622,607,,304.751,16.751,2020,1,13,16,45,5,10
Quolls,2067.288,390,765,1155,0.337662338,26.709,34.743,1004.738,71.106,102,400,0,26.639,1003,24.622,613,,304.755,16.755,2020,1,13,16,45,20,10
Quolls,2116.191,395,781,1176,0.335884354,26.68,34.785,1004.707,71.362,104,400,0,26.949,999,24.522,635,,304.812,16.812,2020,1,13,16,48,46,10
Quolls,2090.812,391,772,1163,0.336199484,26.67,34.707,1004.742,71.076,103,400,0,26.335,971,24.422,812,,304.834,16.834,2020,1,13,16,50,5,10
Quolls,2045.497,384,756,1140,0.336842105,26.649,34.326,1004.669,71.686,100,400,0,26.639,1014,24.728,561,,304.901,16.901,2020,1,13,16,54,4,10
Quolls,1869.983,365,698,1063,0.343367827,26.67,34.728,1004.777,70.782,91,400,0,26.744,923,25.74,770,,305.202,17.202,2020,1,13,17,12,8,10
Quolls,2054.583,387,760,1147,0.337401918,26.7,34.375,1004.635,71.969,100,400,0,26.639,938,24.828,725,,304.951,16.951,2020,1,13,16,57,4,10
Quolls,2045.529,386,757,1143,0.337707787,26.709,34.375,1004.612,72.163,100,400,0,26.54,982,24.522,577,,304.957,16.957,2020,1,13,16,57,26,10
Quolls,2041.914,386,756,1142,0.338003503,26.7,34.519,1004.668,71.695,100,400,0,26.744,1005,24.622,650,,305.001,17.001,2020,1,13,17,0,6,10
Quolls,1994.88,382,741,1123,0.340160285,26.67,34.773,1004.714,71.304,97,400,0,26.54,927,24.622,704,,305.084,17.084,2020,1,13,17,5,5,10
Quolls,1906.215,371,711,1082,0.342883549,26.61,34.946,1004.685,71.547,93,400,0,26.844,969,24.728,777,,305.168,17.168,2020,1,13,17,10,5,10
Quolls,1505.424,294,562,856,0.343457944,26.51,34.849,1004.777,70.783,74,400,0,27.049,959,24.928,933,,305.513,17.513,2020,1,13,17,30,50,10
Quolls,1824.717,358,682,1040,0.344230769,26.62,34.535,1004.692,71.492,89,400,0,26.639,979,24.728,801,,305.251,17.251,2020,1,13,17,15,5,10
Quolls,1667.102,331,625,956,0.34623431,26.549,34.518,1004.651,71.835,82,400,0,26.54,985,24.728,569,,305.329,17.329,2020,1,13,17,19,46,10
Quolls,1663.512,331,624,955,0.346596859,26.549,34.541,1004.659,71.767,81,400,0,26.639,1014,24.622,557,,305.335,17.335,2020,1,13,17,20,6,10
Quolls,1580.596,323,597,920,0.351086957,26.5,34.861,1004.714,71.304,77,400,0,26.434,985,24.622,722,,305.418,17.418,2020,1,13,17,25,5,10
Quolls,1575.16,322,595,917,0.351145038,26.51,34.872,1004.718,71.27,77,400,0,26.54,975,24.828,616,,305.423,17.423,2020,1,13,17,25,24,10
Quolls,1170.982,262,453,715,0.366433566,26.29,35.222,1004.832,70.322,58,400,0,26.844,993,25.034,593,,305.931,17.931,2020,1,13,17,55,52,10
Quolls,1516.015,319,577,896,0.356026786,26.469,35.014,1004.711,71.334,73,400,0,26.54,954,24.422,708,,305.565,17.565,2020,1,13,17,33,56,10
Quolls,1505.332,319,574,893,0.357222844,26.479,34.992,1004.769,70.847,73,400,0,26.639,939,24.728,695,,305.584,17.584,2020,1,13,17,35,5,10
Quolls,1312.741,277,500,777,0.356499356,26.35,34.926,1004.699,71.43,65,400,0,26.639,993,24.622,515,,305.751,17.751,2020,1,13,17,45,6,10
Quolls,1235.837,253,467,720,0.351388889,26.29,35.177,1004.764,70.89,61,400,0,26.434,934,24.728,613,,305.835,17.835,2020,1,13,17,50,6,10
Quolls,676.671,135,254,389,0.347043702,26.129,34.999,1004.94,69.414,33,400,0,26.235,969,24.928,605,,306.347,18.347,2020,1,13,18,20,50,10
Quolls,1103.712,247,427,674,0.366468843,26.229,35.184,1004.88,69.916,54,400,0,26.54,977,24.728,787,,306.001,18.001,2020,1,13,18,0,5,10
Quolls,903.425,180,339,519,0.346820809,26.139,34.921,1004.892,69.812,45,400,0,26.744,918,24.522,611,,306.084,18.084,2020,1,13,18,5,5,10
Quolls,768.854,142,283,425,0.334117647,26.01,34.856,1004.908,69.683,38,400,0,26.54,995,24.728,580,,306.168,18.168,2020,1,13,18,10,5,10
Quolls,765.227,140,281,421,0.332541568,26.02,34.89,1004.87,70.004,38,400,0,26.03,1014,24.322,613,,306.172,18.172,2020,1,13,18,10,21,10
Quolls,698.138,127,256,383,0.331592689,25.989,35.143,1004.839,70.261,35,400,0,26.335,1014,24.522,637,,306.251,18.251,2020,1,13,18,15,5,10
Quolls,456.021,99,175,274,0.361313869,26.44,35.201,1005.323,66.206,22,400,0,27.049,963,25.234,618,,306.847,18.847,2020,1,13,18,50,50,10
Quolls,694.956,141,262,403,0.349875931,26.18,35.081,1005.011,68.82,34,400,0,26.54,955,24.422,695,,306.418,18.418,2020,1,13,18,25,5,10
Quolls,679.132,144,259,403,0.357320099,26.25,35.108,1005.015,68.783,33,400,0,26.434,966,24.728,758,,306.501,18.501,2020,1,13,18,30,5,10
Quolls,634.717,143,246,389,0.367609254,26.299,35.145,1005.109,67.995,31,400,0,26.54,1014,24.422,602,,306.584,18.584,2020,1,13,18,35,5,10
Quolls,549.647,109,206,315,0.346031746,26.34,35.193,1005.185,67.363,26,400,0,26.335,956,24.828,602,,306.668,18.668,2020,1,13,18,40,5,10
Quolls,491.229,112,191,303,0.369636964,26.36,35.227,1005.194,67.287,24,400,0,26.54,956,24.828,780,,306.751,18.751,2020,1,13,18,45,5,10
Quolls,244.829,47,91,138,0.34057971,26.35,35.661,1005.584,64.014,11,400,0,26.844,965,25.334,879,,307.347,19.347,2020,1,13,19,20,50,10
Quolls,454.139,98,174,272,0.360294118,26.43,35.3,1005.357,65.921,21,400,0,26.744,982,25.034,895,,306.918,18.918,2020,1,13,18,55,5,10
Quolls,408.275,83,154,237,0.35021097,26.42,35.376,1005.445,65.182,19,400,0,26.434,987,25.034,640,,307.001,19.001,2020,1,13,19,0,5,10
Quolls,353.681,69,132,201,0.343283582,26.379,35.507,1005.497,64.745,17,400,0,26.235,961,24.728,592,,307.084,19.084,2020,1,13,19,5,5,10
Quolls,308.569,64,117,181,0.35359116,26.35,35.638,1005.472,64.956,15,400,0,26.54,980,24.728,743,,307.168,19.168,2020,1,13,19,10,5,10
Quolls,284.828,57,107,164,0.347560976,26.319,35.748,1005.54,64.386,13,400,0,26.235,966,24.828,591,,307.251,19.251,2020,1,13,19,15,5,10
Quolls,99.474,10,32,42,0.238095238,26.139,36.412,1005.709,62.968,3,400,0,26.744,965,25.234,612,,307.847,19.847,2020,1,13,19,50,50,10
Quolls,212.159,39,78,117,0.333333333,26.309,35.891,1005.542,64.372,9,400,0,26.744,976,25.134,624,,307.418,19.418,2020,1,13,19,25,5,10
Quolls,170.473,30,62,92,0.326086957,26.28,36,1005.634,63.598,7,400,0,26.54,951,24.728,701,,307.501,19.501,2020,1,13,19,30,5,10
Quolls,141.972,20,49,69,0.289855072,26.229,36.173,1005.608,63.818,5,400,0,26.844,954,25.234,616,,307.584,19.584,2020,1,13,19,35,5,10
Quolls,120.888,14,40,54,0.259259259,26.17,36.335,1005.605,63.845,4,400,0,26.54,1014,24.728,639,,307.668,19.668,2020,1,13,19,40,5,10
Quolls,112.503,11,36,47,0.234042553,26.12,36.477,1005.654,63.431,3,400,0,26.335,977,24.728,687,,307.751,19.751,2020,1,13,19,45,5,10
Quolls,92.947,5,27,32,0.15625,25.979,37.142,1005.817,62.066,2,400,0,26.639,1012,25.534,746,,308.347,20.347,2020,1,13,20,20,50,10
Quolls,99.474,10,32,42,0.238095238,26.1,36.719,1005.676,63.249,3,400,0,26.434,1013,24.522,632,,307.918,19.918,2020,1,13,19,55,5,10
Quolls,96.631,8,30,38,0.210526316,26.059,36.927,1005.648,63.479,2,400,0,26.335,1014,24.828,761,,308.001,20.001,2020,1,13,20,0,5,10
Quolls,94.08,6,28,34,0.176470588,26.01,37.023,1005.753,62.601,2,400,0,26.136,1014,24.522,634,,308.084,20.084,2020,1,13,20,5,5,10
Quolls,96.93,5,28,33,0.151515152,25.979,37.198,1005.732,62.78,2,400,0,26.235,972,24.928,575,,308.168,20.168,2020,1,13,20,10,5,10
Quolls,92.947,5,27,32,0.15625,25.94,37.363,1005.791,62.28,2,400,0,26.235,1007,24.928,827,,308.251,20.251,2020,1,13,20,15,5,10
Quolls,92.947,5,27,32,0.15625,25.86,37.844,1005.933,61.091,2,400,0,26.744,990,25.234,617,,308.847,20.847,2020,1,13,20,50,50,10
Quolls,92.947,5,27,32,0.15625,25.95,37.474,1005.831,61.951,2,400,0,26.335,957,24.828,634,,308.418,20.418,2020,1,13,20,25,5,10
Quolls,92.947,5,27,32,0.15625,25.92,37.549,1005.8,62.209,2,400,0,26.434,978,25.034,721,,308.501,20.501,2020,1,13,20,30,5,10
Quolls,92.947,5,27,32,0.15625,25.889,37.679,1005.838,61.66,2,400,0,26.136,944,25.134,661,,308.584,20.584,2020,1,13,20,35,5,10
Quolls,92.947,5,27,32,0.15625,25.86,37.933,1005.912,61.271,2,400,0,26.434,1013,24.928,630,,308.668,20.668,2020,1,13,20,40,5,10
Quolls,92.947,5,27,32,0.15625,25.829,37.953,1005.935,61.076,2,400,0,26.03,1014,24.928,696,,308.751,20.751,2020,1,13,20,45,5,10
Quolls,92.947,5,27,32,0.15625,25.77,38.169,1006.131,59.438,2,400,0,26.54,1013,24.828,795,,309.347,21.347,2020,1,13,21,20,50,10
Quolls,92.947,5,27,32,0.15625,25.85,37.886,1005.936,61.067,2,400,0,26.136,1013,24.828,597,,308.918,20.918,2020,1,13,20,55,5,10
Quolls,92.947,5,27,32,0.15625,25.819,38.085,1005.991,60.61,2,400,0,26.136,950,25.034,623,,309.001,21.001,2020,1,13,21,0,5,10
Quolls,92.947,5,27,32,0.15625,25.79,38.104,1006.064,59.994,2,400,0,26.136,1014,25.034,655,,309.084,21.084,2020,1,13,21,5,5,10
Quolls,92.947,5,27,32,0.15625,25.76,38.168,1006.066,59.979,2,400,0,26.335,964,24.728,580,,309.168,21.168,2020,1,13,21,10,5,10
Quolls,92.947,5,27,32,0.15625,25.729,38.222,1006.053,60.09,2,400,0,26.136,1011,24.928,608,,309.251,21.251,2020,1,13,21,15,5,10
Quolls,92.947,5,27,32,0.15625,25.67,38.627,1006.654,55.054,2,400,0,26.54,998,25.134,877,,309.847,21.847,2020,1,13,21,50,50,10
Quolls,92.947,5,27,32,0.15625,25.75,38.412,1006.131,59.434,2,400,0,26.03,994,25.034,760,,309.418,21.418,2020,1,13,21,25,5,10
Quolls,92.947,5,27,32,0.15625,25.709,38.532,1006.332,57.752,2,400,0,26.136,958,24.728,606,,309.501,21.501,2020,1,13,21,30,5,10
Quolls,92.947,5,27,32,0.15625,25.68,38.716,1006.44,57.298,2,400,0,25.726,1005,21.074,647,,309.584,21.584,2020,1,13,21,35,5,10
Quolls,92.947,5,27,32,0.15625,25.659,38.692,1006.531,56.083,2,400,0,26.03,984,24.828,585,,309.668,21.668,2020,1,13,21,40,5,10
Quolls,92.947,5,27,32,0.15625,25.639,38.801,1006.499,56.352,2,400,0,25.931,1014,24.622,631,,309.751,21.751,2020,1,13,21,45,5,10
Quolls,92.947,5,27,32,0.15625,25.579,39.606,1006.975,52.372,2,400,0,25.726,989,24.928,645,,310.347,22.347,2020,1,13,22,20,50,10
Quolls,92.947,5,27,32,0.15625,25.649,38.859,1006.713,54.111,2,400,0,25.826,1014,24.622,611,,309.918,21.918,2020,1,13,21,55,5,10
Quolls,92.947,5,27,32,0.15625,25.629,39.001,1006.681,54.607,2,400,0,25.726,939,24.522,626,,310.001,22.001,2020,1,13,22,0,5,10
Quolls,92.947,5,27,32,0.15625,25.54,39.592,1006.828,53.037,2,400,0,26.03,975,24.928,774,,310.251,22.251,2020,1,13,22,15,5,10
Quolls,92.947,5,27,32,0.15625,25.59,39.186,1006.796,54.435,2,400,0,25.931,1014,24.828,601,,310.084,22.084,2020,1,13,22,5,5,10
Quolls,92.947,5,27,32,0.15625,25.569,39.428,1006.796,53.978,2,400,0,26.03,983,24.728,837,,310.168,22.168,2020,1,13,22,10,5,10
Quolls,0,0,0,0,0,25.43,39.793,1006.998,52.178,0,400,0,25.826,943,24.928,755,,310.846,22.846,2020,1,13,22,50,49,10
Quolls,92.947,5,27,32,0.15625,25.559,39.893,1006.987,52.381,2,400,0,25.826,1002,24.828,729,,310.418,22.418,2020,1,13,22,25,5,10
Quolls,92.947,5,27,32,0.15625,25.53,39.747,1006.979,52.107,2,400,0,25.621,969,24.522,650,,310.501,22.501,2020,1,13,22,30,5,10
Quolls,0,0,0,0,0,25.489,40.053,1006.969,52.726,0,400,0,25.826,992,24.928,870,,310.584,22.584,2020,1,13,22,35,5,10
Quolls,0,0,0,0,0,25.44,39.683,1006.924,52.461,0,400,0,25.621,953,24.622,674,,310.668,22.668,2020,1,13,22,40,5,10
Quolls,0,0,0,0,0,25.399,39.692,1006.989,52.789,0,400,0,25.621,966,24.928,881,,310.751,22.751,2020,1,13,22,45,5,10
Quolls,0,0,0,0,0,25.219,40.483,1007.239,50.162,0,400,0,26.335,993,24.728,744,,311.347,23.347,2020,1,13,23,20,50,10
Quolls,0,0,0,0,0,25.389,39.878,1007.077,51.52,0,400,0,26.03,1014,24.828,652,,310.918,22.918,2020,1,13,22,55,5,10
Quolls,0,0,0,0,0,25.34,39.962,1007.208,51.017,0,400,0,25.826,1008,25.134,612,,311.001,23.001,2020,1,13,23,0,5,10
Quolls,0,0,0,0,0,25.29,40.135,1007.128,51.026,0,400,0,25.826,978,24.828,626,,311.084,23.084,2020,1,13,23,5,5,10
Quolls,0,0,0,0,0,25.25,40.297,1007.157,50.844,0,400,0,25.826,957,24.828,579,,311.168,23.168,2020,1,13,23,10,5,10
Quolls,0,0,0,0,0,25.209,40.483,1007.186,50.637,0,400,0,25.931,1014,24.622,639,,311.251,23.251,2020,1,13,23,15,5,10
Quolls,0,0,0,0,0,25.01,41.241,1007.376,49.018,0,400,0,25.826,1015,24.928,662,,311.847,23.847,2020,1,13,23,50,50,10
Quolls,0,0,0,0,0,25.18,40.78,1007.236,50.183,0,400,0,25.217,953,24.728,543,,311.418,23.418,2020,1,13,23,25,5,10
Quolls,0,0,0,0,0,25.129,40.875,1007.25,50.02,0,400,0,25.826,1014,24.322,772,,311.501,23.501,2020,1,13,23,30,5,10
Quolls,0,0,0,0,0,25.079,41.003,1007.336,49.351,0,400,0,25.521,1006,24.522,543,,311.584,23.584,2020,1,13,23,35,5,10
Quolls,0,0,0,0,0,25.03,41.209,1007.286,49.767,0,400,0,25.726,1014,24.522,645,,311.668,23.668,2020,1,13,23,40,5,10
Quolls,0,0,0,0,0,24.989,41.393,1007.281,49.81,0,400,0,25.422,965,24.322,634,,311.751,23.751,2020,1,13,23,45,5,10
Quolls,0,0,0,0,0,24.75,42.5,1007.576,47.344,0,400,0,26.136,1013,25.034,666,,312.43,0.43,2020,1,14,0,25,50,10
Quolls,0,0,0,0,0,24.959,41.624,1007.434,48.529,0,400,0,25.621,983,24.116,879,,311.918,23.918,2020,1,13,23,55,5,10
Quolls,0,0,0,0,0,24.86,41.967,1007.454,48.365,0,400,0,25.621,990,24.322,614,,312.084,0.084,2020,1,14,0,5,5,10
Quolls,0,0,0,0,0,24.809,42.263,1007.538,47.664,0,400,0,25.621,991,24.222,658,,312.168,0.168,2020,1,14,0,10,5,10
Quolls,0,0,0,0,0,24.78,42.359,1007.626,46.926,0,400,0,25.323,1014,24.016,621,,312.251,0.251,2020,1,14,0,15,5,10
Quolls,0,0,0,0,0,24.739,42.587,1007.665,46.596,0,400,0,25.621,998,24.322,912,,312.334,0.334,2020,1,14,0,20,5,10
Quolls,0,0,0,0,0,24.59,43.258,1007.421,48.636,0,400,0,25.422,1014,24.828,797,,312.93,0.93,2020,1,14,0,55,50,10
Quolls,0,0,0,0,0,24.719,42.685,1007.483,48.122,0,400,0,25.521,993,24.116,760,,312.501,0.501,2020,1,14,0,30,5,10
Quolls,0,0,0,0,0,24.68,42.825,1007.472,48.21,0,400,0,25.621,972,24.422,650,,312.584,0.584,2020,1,14,0,35,5,10
Quolls,0,0,0,0,0,24.629,42.997,1007.463,48.286,0,400,0,25.323,1001,24.522,938,,312.668,0.668,2020,1,14,0,40,5,10
Quolls,0,0,0,0,0,24.6,43.105,1007.437,48.503,0,400,0,25.217,1014,24.522,626,,312.751,0.751,2020,1,14,0,45,5,10
Quolls,0,0,0,0,0,24.559,43.211,1007.466,48.263,0,400,0,25.012,1014,24.322,800,,312.834,0.834,2020,1,14,0,50,5,10
Quolls,0,0,0,0,0,24.44,43.698,1007.542,47.626,0,400,0,25.118,1014,24.422,648,,313.43,1.43,2020,1,14,1,25,49,10
Quolls,0,0,0,0,0,24.549,43.321,1007.364,49.114,0,400,0,25.217,989,24.728,728,,313.001,1.001,2020,1,14,1,0,5,10
Quolls,0,0,0,0,0,24.51,43.396,1007.348,49.248,0,400,0,25.012,1014,24.222,665,,313.084,1.084,2020,1,14,1,5,5,10
Quolls,0,0,0,0,0,24.479,43.524,1007.495,48.024,0,400,0,25.012,1012,24.222,649,,313.168,1.168,2020,1,14,1,10,5,10
Quolls,0,0,0,0,0,24.45,43.587,1007.51,47.899,0,400,0,24.813,1003,23.61,979,,313.251,1.251,2020,1,14,1,15,5,10
Quolls,0,0,0,0,0,24.409,43.716,1007.543,47.617,0,400,0,25.118,1014,24.222,849,,313.334,1.334,2020,1,14,1,20,5,10
Quolls,0,0,0,0,0,24.309,44.138,1007.407,48.755,0,400,0,24.913,987,24.322,634,,313.93,1.93,2020,1,14,1,55,50,10
Quolls,0,0,0,0,0,24.399,43.793,1007.512,47.875,0,400,0,25.012,1003,24.016,933,,313.501,1.501,2020,1,14,1,30,5,10
Quolls,0,0,0,0,0,24.37,43.902,1007.599,47.151,0,400,0,24.813,1000,24.116,636,,313.584,1.584,2020,1,14,1,35,5,10
Quolls,0,0,0,0,0,24.34,44.008,1007.461,48.303,0,400,0,25.217,1014,24.222,629,,313.668,1.668,2020,1,14,1,40,5,10
Quolls,0,0,0,0,0,24.309,44.05,1007.438,48.493,0,400,0,24.714,1011,23.81,792,,313.751,1.751,2020,1,14,1,45,5,10
Quolls,0,0,0,0,0,24.28,44.102,1007.444,48.447,0,400,0,24.813,1014,24.016,664,,313.834,1.834,2020,1,14,1,50,5,10
Quolls,0,0,0,0,0,24.209,44.547,1007.471,48.219,0,400,0,25.323,996,24.422,764,,314.43,2.43,2020,1,14,2,25,50,10
Quolls,0,0,0,0,0,24.29,44.268,1007.367,49.092,0,400,0,24.609,1001,24.016,726,,314.001,2.001,2020,1,14,2,0,5,10
Quolls,0,0,0,0,0,24.26,44.366,1007.326,49.431,0,400,0,24.913,1004,24.322,866,,314.084,2.084,2020,1,14,2,5,5,10
Quolls,0,0,0,0,0,24.219,44.494,1007.306,49.598,0,400,0,24.813,1014,24.322,659,,314.168,2.168,2020,1,14,2,10,5,10
Quolls,0,0,0,0,0,24.19,44.601,1007.325,49.439,0,400,0,24.813,989,24.728,863,,314.251,2.251,2020,1,14,2,15,5,10
Quolls,0,0,0,0,0,24.17,44.665,1007.46,48.309,0,400,0,25.012,1010,24.116,860,,314.334,2.334,2020,1,14,2,20,5,10
Quolls,0,0,0,0,0,24.1,45.077,1007.73,46.059,0,400,0,25.323,1007,24.322,667,,314.93,2.93,2020,1,14,2,55,50,10
Quolls,0,0,0,0,0,24.18,44.71,1007.535,47.688,0,400,0,24.913,977,23.81,685,,314.501,2.501,2020,1,14,2,30,5,10
Quolls,0,0,0,0,0,24.149,44.84,1007.571,47.383,0,400,0,25.012,1013,23.51,811,,314.584,2.584,2020,1,14,2,35,5,10
Quolls,0,0,0,0,0,24.11,44.98,1007.578,47.325,0,400,0,24.714,985,23.916,676,,314.668,2.668,2020,1,14,2,40,5,10
Quolls,0,0,0,0,0,24.09,45.077,1007.609,47.065,0,400,0,24.609,983,23.916,760,,314.751,2.751,2020,1,14,2,45,5,10
Quolls,0,0,0,0,0,24.049,45.162,1007.665,46.601,0,400,0,24.813,1014,23.51,653,,314.834,2.834,2020,1,14,2,50,5,10
Quolls,0,0,0,0,0,23.979,45.618,1007.876,44.837,0,400,0,25.012,1011,24.016,641,,315.43,3.43,2020,1,14,3,25,51,10
Quolls,0,0,0,0,0,24.079,45.241,1007.724,46.106,0,400,0,24.509,1014,23.31,670,,315.001,3.001,2020,1,14,3,0,5,10
Quolls,0,0,0,0,0,24.04,45.358,1007.762,45.789,0,400,0,24.609,1002,23.61,666,,315.084,3.084,2020,1,14,3,5,5,10
Quolls,0,0,0,0,0,24,45.477,1007.769,45.73,0,400,0,24.509,1014,23.61,905,,315.168,3.168,2020,1,14,3,10,5,10
Quolls,0,0,0,0,0,23.979,45.595,1007.817,45.325,0,400,0,24.913,1014,23.81,703,,315.251,3.251,2020,1,14,3,15,5,10
Quolls,0,0,0,0,0,23.95,45.713,1007.841,45.131,0,400,0,24.714,999,23.51,712,,315.334,3.334,2020,1,14,3,20,5,10
Quolls,0,0,0,0,0,23.879,46.257,1007.862,44.951,0,400,0,24.813,1007,23.916,714,,315.93,3.93,2020,1,14,3,55,49,10
Quolls,0,0,0,0,0,23.959,45.847,1007.822,45.29,0,400,0,24.609,993,23.61,655,,315.501,3.501,2020,1,14,3,30,5,10
Quolls,0,0,0,0,0,23.93,45.921,1007.858,44.985,0,400,0,24.41,958,23.61,861,,315.584,3.584,2020,1,14,3,35,5,10
Quolls,0,0,0,0,0,23.899,45.996,1007.858,44.984,0,400,0,24.509,1006,23.71,651,,315.668,3.668,2020,1,14,3,40,5,10
Quolls,0,0,0,0,0,23.87,46.159,1007.881,44.791,0,400,0,24.609,997,23.41,731,,315.751,3.751,2020,1,14,3,45,5,10
Quolls,0,0,0,0,0,23.85,46.288,1007.877,44.826,0,400,0,24.41,993,23.61,642,,315.834,3.834,2020,1,14,3,50,5,10
Quolls,0,0,0,0,0,23.799,46.845,1008.11,42.875,0,400,0,24.509,1000,23.71,650,,316.43,4.43,2020,1,14,4,25,50,10
Quolls,0,0,0,0,0,23.85,46.421,1007.876,44.836,0,400,0,24.509,1015,23.81,717,,316.001,4.001,2020,1,14,4,0,5,10
Quolls,0,0,0,0,0,23.829,46.462,1007.906,44.58,0,400,0,24.714,987,23.51,714,,316.084,4.084,2020,1,14,4,5,5,10
Quolls,0,0,0,0,0,23.78,46.656,1008.018,43.642,0,400,0,24.41,1014,23.71,723,,316.251,4.251,2020,1,14,4,15,5,10
Quolls,0,0,0,0,0,23.809,46.603,1007.893,44.693,0,400,0,24.509,918,19.962,826,,316.168,4.168,2020,1,14,4,10,5,10
Quolls,0,0,0,0,0,23.76,46.819,1008.059,43.305,0,400,0,24.509,987,23.004,709,,316.334,4.334,2020,1,14,4,20,5,10
Quolls,0,0,0,0,0,23.719,47.222,1008.484,39.75,0,400,0,24.714,977,21.274,767,,316.93,4.93,2020,1,14,4,55,50,10
Quolls,0,0,0,0,0,23.77,46.953,1008.097,42.989,0,400,0,24.41,1004,23.104,895,,316.501,4.501,2020,1,14,4,30,5,10
Quolls,0,0,0,0,0,23.75,47.027,1008.083,43.101,0,400,0,24.41,983,23.41,918,,316.584,4.584,2020,1,14,4,35,5,10
Quolls,0,0,0,0,0,23.709,47.112,1008.161,42.448,0,400,0,24.509,1014,23.51,657,,316.668,4.668,2020,1,14,4,40,5,10
Quolls,0,0,0,0,0,23.69,47.297,1008.309,41.218,0,400,0,24.41,1003,23.51,919,,316.751,4.751,2020,1,14,4,45,5,10
Quolls,0,0,0,0,0,23.68,47.373,1008.406,40.405,0,400,0,24.099,1014,23.31,666,,316.834,4.834,2020,1,14,4,50,5,10
Quolls,30.922,7,12,19,0.368421053,23.69,48.641,1008.7,37.947,1,400,0,24.913,1007,23.41,902,,317.43,5.43,2020,1,14,5,25,50,10
Quolls,4.079,0,1,1,0,23.69,47.418,1008.453,40.011,0,400,0,24.509,1003,23.31,734,,317.001,5.001,2020,1,14,5,0,5,10
Quolls,4.079,0,1,1,0,23.68,47.527,1008.532,39.354,0,400,0,24.509,1015,22.898,775,,317.084,5.084,2020,1,14,5,5,5,10
Quolls,5.439,1,2,3,0.333333333,23.649,47.613,1008.599,38.792,0,400,0,24.099,1010,22.898,879,,317.168,5.168,2020,1,14,5,10,5,10
Quolls,9.18,1,3,4,0.25,23.639,47.787,1008.682,38.093,0,400,0,24.41,1007,23.004,674,,317.251,5.251,2020,1,14,5,15,5,10
Quolls,14.571,2,5,7,0.285714286,23.629,48.259,1008.68,38.116,0,400,0,24.205,1014,22.898,714,,317.334,5.334,2020,1,14,5,20,5,10
Quolls,90.701,18,34,52,0.346153846,23.719,47.499,1009.024,34.98,4,400,0,24.714,1004,23.81,610,,317.93,5.93,2020,1,14,5,55,50,10
Quolls,38.25,9,15,24,0.375,23.69,48.718,1008.84,36.773,2,400,0,24.509,911,23.204,835,,317.501,5.501,2020,1,14,5,30,5,10
Quolls,58.08,12,22,34,0.352941176,23.68,48.287,1008.747,37.551,3,400,0,24.509,1003,23.004,686,,317.584,5.584,2020,1,14,5,35,5,10
Quolls,67.105,13,25,38,0.342105263,23.659,48.043,1008.804,37.077,3,400,0,24.509,1002,23.104,677,,317.668,5.668,2020,1,14,5,40,5,10
Quolls,81.685,17,31,48,0.354166667,23.649,47.677,1008.946,35.893,4,400,0,24.304,1008,23.104,657,,317.834,5.834,2020,1,14,5,50,5,10
Quolls,207.018,44,79,123,0.357723577,23.799,44.817,1009.532,30.999,11,400,0,24.714,1008,23.004,673,,318.43,6.43,2020,1,14,6,25,50,10
Quolls,96.302,21,37,58,0.362068966,23.709,47.31,1009.07,34.855,5,400,0,24.41,1015,23.004,679,,318.001,6.001,2020,1,14,6,0,5,10
