Device,TSL_Lux,TSL_IR,TSL_Vis,TSL_Full,Percentage_IR,BME_Temp,BME_Hum,BME_Pres,BME_Alt,VEML_UV,SGP_CO2,SGP_VOCs,SOIL1_Temp,SOIL1_Cap,SOIL2_Temp,SOIL2_Cap,PIR 1,Decimal Hours,Decimal Hours,Year,Month,Day,Hour,Minute,Second,TimeZone
Quolls,87.981,10,29,39,0.256410256,23.68,47.12,1011.239,16.755,4,400,0,25.217,1015,24.222,1015,,163.501,19.501,2020,1,7,19,30,5,10
Quolls,78.802,9,26,35,0.257142857,23.67,47.45,1011.222,16.89,3,400,0,24.813,1011,24.016,1016,,163.536,19.536,2020,1,7,19,32,13,10
Quolls,51,3,15,18,0.166666667,23.579,48.244,1011.531,14.318,1,400,1,6.968,1017,24.928,1015,,163.931,19.931,2020,1,7,19,55,53,10
Quolls,71.944,7,23,30,0.233333333,23.67,47.615,1011.214,16.957,3,400,0,25.012,1015,24.016,1014,,163.584,19.584,2020,1,7,19,35,5,10
Quolls,66.639,6,21,27,0.222222222,23.629,47.775,1011.28,16.408,2,400,0,23.596,927,18.438,1015,,163.654,19.654,2020,1,7,19,39,15,10
Quolls,66.639,6,21,27,0.222222222,23.629,47.83,1011.28,16.408,2,400,0,25.217,1015,23.916,1015,,163.668,19.668,2020,1,7,19,40,5,10
Quolls,61.37,5,19,24,0.208333333,23.59,47.837,1011.295,16.285,2,400,0,25.118,1015,24.222,1015,,163.751,19.751,2020,1,7,19,45,5,10
Quolls,56.148,4,17,21,0.19047619,23.54,48.47,1011.34,15.907,1,400,0,24.714,1015,24.222,1015,,163.834,19.834,2020,1,7,19,50,5,10
Quolls,47.04,3,14,17,0.176470588,23.469,49.168,1011.567,14.017,1,400,1,25.323,1015,24.622,1016,,164.288,20.288,2020,1,7,20,17,19,10
Quolls,51,3,15,18,0.166666667,23.469,48.782,1011.64,13.412,1,400,0,25.012,1015,24.116,1015,,164.001,20.001,2020,1,7,20,0,5,10
Quolls,51,3,15,18,0.166666667,23.44,48.923,1011.545,14.199,1,400,0,25.217,1015,23.916,989,,164.085,20.085,2020,1,7,20,5,6,10
Quolls,47.04,3,14,17,0.176470588,23.42,49.152,1011.557,14.101,1,400,0,25.012,1015,24.322,1015,,164.168,20.168,2020,1,7,20,10,5,10
Quolls,47.04,3,14,17,0.176470588,23.42,49.283,1011.599,13.752,1,400,0,25.217,1015,24.116,904,,164.228,20.228,2020,1,7,20,13,41,10
Quolls,47.04,3,14,17,0.176470588,23.42,49.426,1011.572,13.977,1,400,0,24.714,1015,24.016,1015,,164.251,20.251,2020,1,7,20,15,5,10
Quolls,47.04,3,14,17,0.176470588,23.37,49.74,1011.94,10.909,1,400,1,25.217,1016,24.322,1016,,164.761,20.761,2020,1,7,20,45,41,10
Quolls,47.04,3,14,17,0.176470588,23.409,49.537,1011.662,13.223,1,400,0,24.714,1015,24.116,973,,164.335,20.335,2020,1,7,20,20,6,10
Quolls,47.04,3,14,17,0.176470588,23.389,49.642,1011.671,13.147,1,400,0,25.012,1016,24.116,1015,,164.418,20.418,2020,1,7,20,25,5,10
Quolls,47.04,3,14,17,0.176470588,23.36,49.772,1011.77,12.325,1,400,0,25.118,1015,23.916,1015,,164.501,20.501,2020,1,7,20,30,5,10
Quolls,47.04,3,14,17,0.176470588,23.35,49.98,1011.794,12.124,1,400,0,24.509,1015,24.016,1016,,164.584,20.584,2020,1,7,20,35,5,10
Quolls,47.04,3,14,17,0.176470588,23.329,49.747,1011.927,11.012,1,400,0,25.323,1016,24.222,1015,,164.668,20.668,2020,1,7,20,40,5,10
Quolls,47.04,3,14,17,0.176470588,23.299,50.822,1011.838,11.757,1,400,1,25.422,1015,24.522,1016,,165.178,21.178,2020,1,7,21,10,41,10
Quolls,47.04,3,14,17,0.176470588,23.29,50.414,1011.962,10.723,1,400,0,25.012,1015,24.016,1013,,164.834,20.834,2020,1,7,20,50,5,10
Quolls,47.04,3,14,17,0.176470588,23.28,50.533,1011.982,10.556,1,400,0,24.813,1015,24.016,981,,164.889,20.889,2020,1,7,20,53,23,10
Quolls,47.04,3,14,17,0.176470588,23.28,50.631,1011.969,10.668,1,400,0,25.323,1015,24.116,788,,164.918,20.918,2020,1,7,20,55,5,10
Quolls,47.04,3,14,17,0.176470588,23.26,50.795,1011.84,11.738,1,400,0,24.813,1015,23.916,1016,,165.001,21.001,2020,1,7,21,0,5,10
Quolls,47.04,3,14,17,0.176470588,23.25,50.86,1011.739,12.583,1,400,0,11.935,1015,23.81,846,,165.084,21.084,2020,1,7,21,5,5,10
Quolls,47.04,3,14,17,0.176470588,23.28,51.72,1011.919,11.085,1,400,1,25.217,1015,24.728,1016,,165.678,21.678,2020,1,7,21,40,42,10
Quolls,47.04,3,14,17,0.176470588,23.229,51.199,1011.832,11.807,1,400,0,0.393,1015,23.81,1016,,165.251,21.251,2020,1,7,21,15,5,10
Quolls,47.04,3,14,17,0.176470588,23.229,51.122,1011.819,11.92,1,400,0,25.012,1015,24.116,1015,,165.335,21.335,2020,1,7,21,20,6,10
Quolls,47.04,3,14,17,0.176470588,23.229,51.221,1011.836,11.774,1,400,0,24.714,1015,24.016,1015,,165.418,21.418,2020,1,7,21,25,5,10
Quolls,47.04,3,14,17,0.176470588,23.229,51.32,1012.038,10.088,1,400,0,24.714,1016,24.222,1013,,165.501,21.501,2020,1,7,21,30,6,10
Quolls,47.04,3,14,17,0.176470588,23.219,51.385,1011.978,10.593,1,400,0,2.92,1015,24.016,714,,165.584,21.584,2020,1,7,21,35,5,10
Quolls,47.04,3,14,17,0.176470588,23.27,51.819,1012.101,8.894,1,400,1,25.217,1016,24.222,1016,,165.928,21.928,2020,1,7,21,55,41,10
Quolls,47.04,3,14,17,0.176470588,23.209,51.768,1011.894,11.291,1,400,0,25.012,1015,23.71,1016,,165.751,21.751,2020,1,7,21,45,5,10
Quolls,47.04,3,14,17,0.176470588,23.2,51.755,1011.936,10.942,1,400,0,25.012,1015,24.016,1016,,165.801,21.801,2020,1,7,21,48,7,10
Quolls,47.04,3,14,17,0.176470588,23.209,51.747,1011.939,10.92,1,400,0,25.012,1015,24.116,1015,,165.809,21.809,2020,1,7,21,48,33,10
Quolls,47.04,3,14,17,0.176470588,23.219,51.78,1011.974,10.626,1,400,0,25.217,1015,24.116,1015,,165.814,21.814,2020,1,7,21,48,52,10
Quolls,47.04,3,14,17,0.176470588,23.219,51.868,1012.014,10.289,1,400,0,24.509,1014,23.81,1015,,165.834,21.834,2020,1,7,21,50,5,10
Quolls,47.04,3,14,17,0.176470588,23.04,52.98,1012.03,10.161,1,400,1,25.012,1015,24.422,1016,,166.928,22.928,2020,1,7,22,55,41,10
Quolls,47.04,3,14,17,0.176470588,23.1,52.723,1011.948,10.837,1,400,0,24.913,1016,24.222,1015,,166.501,22.501,2020,1,7,22,30,6,10
Quolls,47.04,3,14,17,0.176470588,23.09,53.095,1011.915,11.12,1,400,0,24.714,1015,24.016,1016,,166.584,22.584,2020,1,7,22,35,5,10
Quolls,47.04,3,14,17,0.176470588,23.059,52.938,1011.878,11.427,1,400,0,24.609,966,24.016,1016,,166.668,22.668,2020,1,7,22,40,5,10
Quolls,47.04,3,14,17,0.176470588,23.04,52.925,1012.043,10.047,1,400,0,24.714,905,25.334,1016,,166.751,22.751,2020,1,7,22,45,5,10
Quolls,47.04,3,14,17,0.176470588,23.01,53.075,1011.945,10.868,1,400,0,24.813,1015,24.016,1015,,166.834,22.834,2020,1,7,22,50,5,10
Quolls,47.04,3,14,17,0.176470588,22.899,53.666,1012.026,10.192,1,400,1,24.913,1016,24.222,1016,,167.428,23.428,2020,1,7,23,25,41,10
Quolls,47.04,3,14,17,0.176470588,22.959,53.221,1012.007,10.345,1,400,0,24.509,1015,24.016,1005,,167.001,23.001,2020,1,7,23,0,5,10
Quolls,47.04,3,14,17,0.176470588,22.93,53.362,1011.909,11.168,1,400,0,24.813,1016,23.71,1015,,167.084,23.084,2020,1,7,23,5,5,10
Quolls,47.04,3,14,17,0.176470588,22.909,53.469,1011.967,10.686,1,400,0,24.813,1015,23.51,1015,,167.168,23.168,2020,1,7,23,10,5,10
Quolls,47.04,3,14,17,0.176470588,22.889,53.587,1012.028,10.17,1,400,0,24.509,1015,25.334,1015,,167.251,23.251,2020,1,7,23,15,5,10
Quolls,47.04,3,14,17,0.176470588,22.86,53.639,1012.046,10.028,1,400,0,24.609,1015,23.61,1014,,167.334,23.334,2020,1,7,23,20,5,10
Quolls,0,0,0,0,0,22.75,54.196,1011.832,11.81,0,400,1,7.881,1015,23.71,1016,,167.928,23.928,2020,1,7,23,55,41,10
Quolls,16.319,0,4,4,0,22.829,53.91,1012.002,10.389,0,400,0,24.509,1015,23.81,953,,167.501,23.501,2020,1,7,23,30,5,10
Quolls,0,0,0,0,0,22.799,54.027,1011.957,10.762,0,400,0,24.41,1014,23.916,1015,,167.584,23.584,2020,1,7,23,35,5,10
Quolls,0,0,0,0,0,22.77,54.133,1011.899,11.249,0,400,0,24.609,1016,23.51,1015,,167.668,23.668,2020,1,7,23,40,5,10
Quolls,0,0,0,0,0,22.739,54.227,1011.91,11.161,0,400,0,27.148,999,23.81,1016,,167.751,23.751,2020,1,7,23,45,5,10
Quolls,0,0,0,0,0,22.709,54.28,1011.833,11.801,0,400,0,24.813,1011,23.81,1015,,167.834,23.834,2020,1,7,23,50,5,10
Quolls,0,0,0,0,0,22.569,54.768,1011.828,11.837,0,400,1,24.913,1015,23.71,1016,,168.511,0.511,2020,1,8,0,30,41,10
Quolls,0,0,0,0,0,22.62,54.576,1011.902,11.226,0,400,0,24.41,1015,23.71,946,,168.084,0.084,2020,1,8,0,5,5,10
Quolls,0,0,0,0,0,22.59,54.639,1011.928,11.005,0,400,0,8.794,1015,23.71,1016,,168.168,0.168,2020,1,8,0,10,5,10
Quolls,0,0,0,0,0,22.579,54.757,1011.981,10.568,0,400,0,24.41,1015,23.71,1015,,168.251,0.251,2020,1,8,0,15,5,10
Quolls,0,0,0,0,0,22.559,54.776,1011.871,11.479,0,400,0,24.714,1015,23.51,1015,,168.334,0.334,2020,1,8,0,20,5,10
Quolls,0,0,0,0,0,22.549,54.884,1011.797,12.098,0,400,0,24.41,1015,23.81,1016,,168.418,0.418,2020,1,8,0,25,5,10
Quolls,0,0,0,0,0,22.469,55.073,1011.454,14.959,0,400,1,28.061,1016,23.51,1016,,169.011,1.011,2020,1,8,1,0,41,10
Quolls,0,0,0,0,0,22.5,54.966,1011.899,11.249,0,400,0,24.304,1015,23.61,1015,,168.584,0.584,2020,1,8,0,35,5,10
Quolls,0,0,0,0,0,22.479,55.053,1011.969,10.667,0,400,0,24.714,1015,23.71,1015,,168.668,0.668,2020,1,8,0,40,5,10
Quolls,0,0,0,0,0,22.469,55.083,1011.796,12.105,0,400,0,17.102,947,23.104,1015,,168.751,0.751,2020,1,8,0,45,5,10
Quolls,0,0,0,0,0,22.45,55.136,1011.687,13.017,0,400,0,2.516,1015,23.51,1013,,168.834,0.834,2020,1,8,0,50,5,10
Quolls,0,0,0,0,0,22.43,55.2,1011.597,13.769,0,400,0,24.099,1015,23.31,936,,168.918,0.918,2020,1,8,0,55,5,10
Quolls,0,0,0,0,0,22.399,55.294,1011.417,15.266,0,400,1,24.509,1015,23.61,1016,,169.512,1.512,2020,1,8,1,30,45,10
Quolls,0,0,0,0,0,22.399,55.25,1011.278,16.423,0,400,0,18.319,1015,23.51,1015,,169.084,1.084,2020,1,8,1,5,5,10
Quolls,0,0,0,0,0,22.379,55.303,1011.241,16.738,0,400,0,22.479,1015,23.204,767,,169.168,1.168,2020,1,8,1,10,5,10
Quolls,0,0,0,0,0,22.37,55.333,1011.391,15.482,0,400,0,24.41,1015,23.104,1015,,169.251,1.251,2020,1,8,1,15,5,10
Quolls,0,0,0,0,0,22.36,55.376,1011.402,15.394,0,400,0,24.205,1015,23.204,1015,,169.334,1.334,2020,1,8,1,20,5,10
Quolls,0,0,0,0,0,22.34,55.417,1011.4,15.407,0,400,0,24.41,1016,23.31,1015,,169.418,1.418,2020,1,8,1,25,5,10
Quolls,0,0,0,0,0,22.329,55.396,1011.182,17.228,0,400,1,24.609,1015,23.71,1016,,170.011,2.011,2020,1,8,2,0,41,10
Quolls,0,0,0,0,0,22.319,55.47,1011.327,16.014,0,400,0,24.714,942,23.41,1015,,169.584,1.584,2020,1,8,1,35,5,10
Quolls,0,0,0,0,0,22.299,55.502,1011.334,15.96,0,400,0,24.205,1015,23.61,1015,,169.668,1.668,2020,1,8,1,40,5,10
Quolls,0,0,0,0,0,22.29,55.51,1011.25,16.66,0,400,0,18.424,905,24.116,1015,,169.751,1.751,2020,1,8,1,45,5,10
Quolls,0,0,0,0,0,22.28,55.533,1011.18,17.244,0,400,0,24.304,1015,23.204,1016,,169.834,1.834,2020,1,8,1,50,5,10
Quolls,0,0,0,0,0,22.28,55.553,1011.141,17.572,0,400,0,24.205,1016,23.104,1014,,169.918,1.918,2020,1,8,1,55,5,10
Quolls,0,0,0,0,0,22.27,55.475,1010.877,19.773,0,400,1,24.304,1015,23.41,1016,,170.511,2.511,2020,1,8,2,30,41,10
Quolls,0,0,0,0,0,22.26,55.583,1011.089,18,0,400,0,24.099,1015,23.41,1015,,170.084,2.084,2020,1,8,2,5,5,10
Quolls,0,0,0,0,0,22.25,55.616,1010.988,18.844,0,400,0,24.205,1015,23.204,1015,,170.168,2.168,2020,1,8,2,10,5,10
Quolls,0,0,0,0,0,22.239,55.647,1010.976,18.945,0,400,0,20.349,857,23.204,1015,,170.251,2.251,2020,1,8,2,15,5,10
Quolls,0,0,0,0,0,22.219,55.645,1010.992,18.811,0,400,0,24.509,1015,23.004,1016,,170.334,2.334,2020,1,8,2,20,5,10
Quolls,0,0,0,0,0,22.219,55.645,1010.903,19.555,0,400,0,23.801,1000,23.104,1016,,170.418,2.418,2020,1,8,2,25,5,10
Quolls,0,0,0,0,0,22.209,55.577,1010.573,22.117,0,400,1,24.509,1016,23.61,1016,,171.011,3.011,2020,1,8,3,0,41,10
Quolls,0,0,0,0,0,22.2,55.686,1010.803,20.387,0,400,0,24.205,1015,23.204,1015,,170.584,2.584,2020,1,8,2,35,5,10
Quolls,0,0,0,0,0,22.2,55.708,1010.867,19.858,0,400,0,23.901,1016,23.104,1015,,170.668,2.668,2020,1,8,2,40,5,10
Quolls,0,0,0,0,0,22.18,55.739,1010.748,20.849,0,400,0,24.304,1016,23.004,1015,,170.751,2.751,2020,1,8,2,45,5,10
Quolls,0,0,0,0,0,22.17,55.759,1010.731,20.985,0,400,0,12.445,1015,22.698,894,,170.834,2.834,2020,1,8,2,50,5,10
Quolls,0,0,0,0,0,22.159,55.757,1010.684,21.377,0,400,0,24.099,1015,22.898,1015,,170.918,2.918,2020,1,8,2,55,5,10
Quolls,0,0,0,0,0,22.159,55.79,1011.017,18.606,0,400,1,24.205,1015,23.004,1016,,171.511,3.511,2020,1,8,3,30,41,10
Quolls,0,0,0,0,0,22.139,55.789,1010.714,21.132,0,400,0,23.801,1015,23.41,1015,,171.084,3.084,2020,1,8,3,5,5,10
Quolls,0,0,0,0,0,22.129,55.788,1010.68,21.414,0,400,0,24.205,1015,22.898,1016,,171.168,3.168,2020,1,8,3,10,5,10
Quolls,0,0,0,0,0,22.12,55.863,1010.735,20.956,0,400,0,24.099,1015,23.004,1016,,171.251,3.251,2020,1,8,3,15,5,10
Quolls,0,0,0,0,0,22.12,55.873,1010.673,21.472,0,400,0,10.011,1015,22.798,1015,,171.334,3.334,2020,1,8,3,20,5,10
Quolls,0,0,0,0,0,22.11,55.916,1010.886,19.699,0,400,0,13.047,1014,23.31,1016,,171.418,3.418,2020,1,8,3,25,5,10
Quolls,0,0,0,0,0,22.139,55.832,1010.925,19.371,0,400,1,15.276,1016,23.61,1016,,172.014,4.014,2020,1,8,4,0,53,10
Quolls,0,0,0,0,0,22.09,55.946,1011.077,18.107,0,400,0,24,1015,23.204,1015,,171.584,3.584,2020,1,8,3,35,5,10
Quolls,0,0,0,0,0,22.079,55.945,1011.007,18.689,0,400,0,17.611,1014,23.004,1015,,171.668,3.668,2020,1,8,3,40,5,10
Quolls,0,0,0,0,0,22.069,55.976,1010.963,19.05,0,400,0,23.596,1015,22.698,1015,,171.751,3.751,2020,1,8,3,45,5,10
Quolls,0,0,0,0,0,22.059,55.986,1010.903,19.557,0,400,0,24.714,1005,23.004,1015,,171.834,3.834,2020,1,8,3,50,5,10
Quolls,0,0,0,0,0,22.049,55.995,1010.927,19.355,0,400,0,21.97,1016,21.686,1015,,171.918,3.918,2020,1,8,3,55,5,10
Quolls,0,0,0,0,0,22.049,55.974,1011.208,17.076,0,400,1,24,1016,23.31,1015,,172.511,4.511,2020,1,8,4,30,41,10
Quolls,0,0,0,0,0,22.04,56.049,1010.788,20.514,0,400,0,23.801,1015,23.004,1015,,172.085,4.085,2020,1,8,4,5,6,10
Quolls,0,0,0,0,0,22.03,56.092,1010.902,19.559,0,400,0,23.801,1015,22.798,1015,,172.168,4.168,2020,1,8,4,10,5,10
Quolls,0,0,0,0,0,22.02,56.124,1010.9,19.583,0,400,0,23.596,1015,22.898,1016,,172.251,4.251,2020,1,8,4,15,5,10
Quolls,0,0,0,0,0,22.01,56.123,1011.018,18.596,0,400,0,23.801,1015,23.004,1015,,172.334,4.334,2020,1,8,4,20,5,10
Quolls,0,0,0,0,0,22,56.155,1011.087,18.023,0,400,0,24,1015,22.698,1014,,172.418,4.418,2020,1,8,4,25,5,10
Quolls,5.439,1,2,3,0.333333333,22.049,55.929,1011.452,14.976,0,400,1,12.339,1014,23.31,1015,,173.015,5.015,2020,1,8,5,0,56,10
Quolls,0,0,0,0,0,21.989,56.153,1011.255,16.622,0,400,0,23.801,1015,22.798,1015,,172.584,4.584,2020,1,8,4,35,5,10
Quolls,0,0,0,0,0,21.989,56.186,1011.376,15.612,0,400,0,24,1015,22.898,1016,,172.668,4.668,2020,1,8,4,40,5,10
Quolls,0,0,0,0,0,21.979,56.183,1011.413,15.299,0,400,0,23.901,997,19.756,1016,,172.751,4.751,2020,1,8,4,45,5,10
Quolls,4.079,0,1,1,0,21.979,56.183,1011.4,15.412,0,400,0,22.28,1015,22.798,1016,,172.834,4.834,2020,1,8,4,50,5,10
Quolls,8.159,0,2,2,0,21.969,56.227,1011.384,15.546,0,400,0,23.596,952,22.798,1015,,172.918,4.918,2020,1,8,4,55,5,10
Quolls,88.862,17,33,50,0.34,22.02,56.43,1011.811,11.984,6,400,1,23.801,1014,22.698,1009,,173.514,5.514,2020,1,8,5,30,53,10
Quolls,13.055,1,4,5,0.2,21.959,56.259,1011.51,14.493,0,400,0,24.509,1015,22.698,994,,173.084,5.084,2020,1,8,5,5,5,10
Quolls,22.213,2,7,9,0.222222222,21.959,56.269,1011.659,13.247,1,400,0,23.696,1015,22.698,1016,,173.168,5.168,2020,1,8,5,10,5,10
Quolls,30.854,5,11,16,0.3125,21.95,56.345,1011.669,13.169,2,400,0,23.901,1015,22.598,1015,,173.251,5.251,2020,1,8,5,15,5,10
Quolls,52.602,9,19,28,0.321428571,21.95,56.793,1011.63,13.496,3,400,0,23.901,1010,22.292,1015,,173.334,5.334,2020,1,8,5,20,5,10
Quolls,56.227,11,21,32,0.34375,21.959,57.177,1011.794,12.126,4,400,0,23.801,1015,22.698,1015,,173.418,5.418,2020,1,8,5,25,5,10
Quolls,205.002,41,77,118,0.347457627,22.09,53.689,1011.975,10.62,13,400,1,23.901,1016,23.41,1016,,174.015,6.015,2020,1,8,6,0,57,10
Quolls,108.864,22,41,63,0.349206349,21.95,55.906,1011.764,12.374,7,400,0,23.596,1015,22.898,1015,,173.584,5.584,2020,1,8,5,35,5,10
Quolls,136.052,27,51,78,0.346153846,21.95,55.261,1011.916,11.107,9,400,0,23.901,1015,22.698,1014,,173.668,5.668,2020,1,8,5,40,5,10
Quolls,163.37,34,62,96,0.354166667,21.95,54.867,1011.938,10.925,10,400,0,23.596,1015,23.004,828,,173.751,5.751,2020,1,8,5,45,5,10
Quolls,168.682,33,63,96,0.34375,21.959,54.55,1011.99,10.487,11,400,0,23.696,1015,22.598,1015,,173.834,5.834,2020,1,8,5,50,5,10
Quolls,208.537,39,77,116,0.336206897,21.969,54.519,1011.93,10.991,13,400,0,16.599,926,22.698,1016,,173.918,5.918,2020,1,8,5,55,5,10
Quolls,430.164,89,163,252,0.353174603,,,,,26,400,1,23.901,1016,23.204,1016,,174.511,6.511,2020,1,8,6,30,41,10
Quolls,310.172,61,116,177,0.344632768,,,,,20,400,0,23.187,1015,23.004,1016,,174.168,6.168,2020,1,8,6,10,5,10
Quolls,430.164,89,163,252,0.353174603,,,,,26,400,1,23.901,1016,23.204,1016,,174.511,6.511,2020,1,8,6,30,41,10
Quolls,310.172,61,116,177,0.344632768,,,,,20,400,0,23.187,1015,23.004,1016,,174.168,6.168,2020,1,8,6,10,5,10
Quolls,1048.614,210,394,604,0.347682119,22.68,48.938,1012.881,3.072,61,400,1,24.099,1016,23.104,1016,,175.011,7.011,2020,1,8,7,0,41,10
Quolls,615.131,125,232,357,0.350140056,22.219,50.656,1012.496,6.273,37,400,0,19.84,1014,22.698,1015,,174.668,6.668,2020,1,8,6,40,5,10
Quolls,787.184,154,294,448,0.34375,22.309,50.511,1012.644,5.039,46,400,0,23.901,1016,22.392,1015,,174.751,6.751,2020,1,8,6,45,5,10
Quolls,747.364,148,280,428,0.345794393,22.389,50.159,1012.644,5.042,44,400,0,18.828,974,22.698,1016,,174.834,6.834,2020,1,8,6,50,5,10
Quolls,936.052,186,351,537,0.346368715,22.5,49.511,1012.788,3.841,55,400,0,23.596,1015,14.891,1014,,174.918,6.918,2020,1,8,6,55,5,10
Quolls,1106.393,216,413,629,0.343402226,23.25,47.261,1012.836,3.443,67,400,1,24,1016,23.204,1016,,175.515,7.515,2020,1,8,7,30,56,10
Quolls,1066.777,214,401,615,0.34796748,22.7,48.535,1012.791,3.82,61,400,0,23.392,1014,22.698,1015,,175.084,7.084,2020,1,8,7,5,5,10
Quolls,1312.085,269,496,765,0.351633987,22.84,47.934,1012.697,4.604,75,400,0,24.099,1015,22.498,1015,,175.168,7.168,2020,1,8,7,10,5,10
Quolls,1248.299,252,470,722,0.349030471,22.959,47.528,1012.703,4.55,73,400,0,23.596,1016,22.598,1015,,175.251,7.251,2020,1,8,7,15,5,10
Quolls,1003.059,197,375,572,0.344405594,23.01,47.423,1012.79,3.828,60,400,0,23.491,1013,22.698,1015,,175.334,7.334,2020,1,8,7,20,5,10
Quolls,1293.321,255,484,739,0.345060893,23.09,47.245,1012.786,3.86,76,400,0,24.099,981,22.598,1016,,175.418,7.418,2020,1,8,7,25,5,10
Quolls,1818.211,370,686,1056,0.350378788,24.319,45.343,1012.765,4.03,112,400,1,24.41,1016,23.61,1015,,176.015,8.015,2020,1,8,8,0,57,10
Quolls,1391.64,281,524,805,0.349068323,23.229,47.446,1012.772,3.975,84,400,0,23.696,933,22.798,1015,,175.584,7.584,2020,1,8,7,35,5,10
Quolls,2268.612,487,868,1355,0.359409594,23.42,46.873,1012.754,4.129,129,400,0,23.801,1015,22.498,1015,,175.668,7.668,2020,1,8,7,40,5,10
Quolls,2470.404,532,946,1478,0.359945873,23.739,46.42,1012.643,5.052,143,400,0,23.596,1015,22.598,1015,,175.751,7.751,2020,1,8,7,45,5,10
Quolls,2007.65,418,762,1180,0.354237288,24.02,45.81,1012.581,5.563,119,400,0,23.596,1016,23.104,1015,,175.834,7.834,2020,1,8,7,50,5,10
Quolls,1656.334,331,622,953,0.347324239,24.11,45.642,1012.656,4.939,102,400,0,23.596,1015,23.204,1016,,175.918,7.918,2020,1,8,7,55,5,10
Quolls,1874.571,383,708,1091,0.351054079,24.76,43.431,1012.861,3.237,119,400,1,24.099,1015,23.31,1016,,176.511,8.511,2020,1,8,8,30,41,10
Quolls,1851.91,363,692,1055,0.344075829,24.319,44.923,1012.76,4.076,116,400,0,23.286,1015,23.004,1016,,176.084,8.084,2020,1,8,8,5,5,10
Quolls,1659.478,321,618,939,0.341853035,24.389,44.532,1012.707,4.513,105,400,0,23.696,1014,23.004,1015,,176.168,8.168,2020,1,8,8,10,5,10
Quolls,1536.027,293,570,863,0.339513326,24.43,44.194,1012.788,3.845,101,400,0,24.304,1015,22.898,1015,,176.251,8.251,2020,1,8,8,15,5,10
Quolls,1694.398,338,636,974,0.347022587,24.489,43.679,1012.831,3.485,109,400,0,23.901,1015,23.204,1007,,176.334,8.334,2020,1,8,8,20,5,10
Quolls,1838.527,379,696,1075,0.35255814,24.579,43.701,1012.833,3.468,116,400,0,14.165,927,22.898,1016,,176.418,8.418,2020,1,8,8,25,5,10
Quolls,1583.081,297,585,882,0.336734694,,,,,105,400,1,24.509,1016,23.61,1015,,177.011,9.011,2020,1,8,9,0,41,10
Quolls,2873.096,593,1088,1681,0.352766211,25.639,39.646,1012.4,7.073,167,400,1,24.509,1016,24.016,1016,,177.511,9.511,2020,1,8,9,30,41,10
Quolls,1613.964,306,598,904,0.338495575,25,41.394,1012.433,6.881,107,400,0,23.901,879,23.104,1015,,177.084,9.084,2020,1,8,9,5,5,10
Quolls,1764.657,341,657,998,0.341683367,25.049,41.255,1012.406,6.915,114,400,0,23.901,1015,23.004,1015,,177.168,9.168,2020,1,8,9,10,5,10
Quolls,1863.304,375,701,1076,0.348513011,25.159,40.899,1012.445,6.699,119,400,0,24.205,1015,23.41,1015,,177.251,9.251,2020,1,8,9,15,5,10
Quolls,2307.217,481,876,1357,0.354458364,25.25,40.564,1012.46,6.575,140,400,0,22.578,922,23.41,1016,,177.334,9.334,2020,1,8,9,20,5,10
Quolls,2025.501,418,767,1185,0.352742616,25.379,40.21,1012.464,6.427,126,400,0,24,1016,23.41,1015,,177.418,9.418,2020,1,8,9,25,5,10
Quolls,3281.677,680,1244,1924,0.353430353,26.459,37.293,1012.251,8.32,188,400,1,24.509,1016,26.046,1016,,178.011,10.011,2020,1,8,10,0,41,10
Quolls,2459.718,513,934,1447,0.354526607,25.709,39.241,1012.317,7.77,152,400,0,24.099,1017,23.204,1015,,177.584,9.584,2020,1,8,9,35,5,10
Quolls,2915.696,612,1109,1721,0.355607205,25.87,38.789,1012.347,7.515,168,400,0,24.099,1015,23.204,1015,,177.668,9.668,2020,1,8,9,40,5,10
Quolls,2759.995,584,1052,1636,0.356968215,26.059,38.438,1012.201,8.736,165,400,0,24.099,1015,23.204,900,,177.751,9.751,2020,1,8,9,45,5,10
Quolls,2772.923,589,1058,1647,0.357619915,26.11,38.32,1012.259,8.25,164,400,0,24.304,1016,23.41,1015,,177.834,9.834,2020,1,8,9,50,5,10
Quolls,2946.606,619,1121,1740,0.355747126,26.26,37.888,1012.3,7.906,174,400,0,24.099,1015,23.41,1014,,177.918,9.918,2020,1,8,9,55,5,10
Quolls,3007.125,617,1137,1754,0.351767389,26.87,37.784,1012.008,10.338,180,400,1,24.913,1016,24.116,1015,,178.511,10.511,2020,1,8,10,30,41,10
Quolls,2396.375,502,911,1413,0.35527247,26.45,37.304,1012.225,8.535,141,400,0,14.668,934,23.61,1015,,178.084,10.084,2020,1,8,10,5,5,10
Quolls,3297.127,694,1255,1949,0.356080041,26.52,37.277,1012.158,9.091,192,400,0,24.205,1015,23.51,1016,,178.168,10.168,2020,1,8,10,10,5,10
Quolls,3283.541,681,1245,1926,0.353582555,26.68,37.457,1012.076,9.775,192,400,0,24.509,1014,25.74,1015,,178.251,10.251,2020,1,8,10,15,5,10
Quolls,2963.079,601,1117,1718,0.349825378,26.77,37.709,1012.027,10.185,175,400,0,24.609,1015,24.116,1014,,178.334,10.334,2020,1,8,10,20,5,10
